,Start Time,Start Location,End Time,End Location,Registration,Start Geofence,End Geofence,Trip Distance
135,2023-11-28 14:49:01,"Makangarawe, Temeke, Dar es Salaam, Tanzania",2023-11-28 15:10:43,"Yombo Vituka, Temeke, Dar es Salaam, Tanzania",T934DMX,Out of Route,Out of Route,0.6
136,2023-12-05 10:26:01,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-12-05 11:22:03,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",T258DXJ,Out of Route,Sanku : Mikocheni,0.0
137,2024-01-11 11:23:35,"Sultan Area, Morogoro Urban, Morogoro, Tanzania",2024-01-11 11:23:54,"Sultan Area, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,0.4
138,2024-01-04 17:53:20,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",2024-01-04 18:37:38,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T258DXJ,N.A Mill-B,Sanku : Mikocheni,27.7
139,2024-01-18 12:36:34,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2024-01-18 12:42:44,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T852DZQ,Amani Milling  B,Sanku : Morogoro,1.7
140,2023-10-04 13:19:50,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-10-04 13:29:39,"Kichangani, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,2.3
141,2023-12-19 16:02:12,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-12-19 17:01:00,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T196DQG,Sanku : Morogoro,Sanku : Morogoro,0.0
142,2023-10-09 13:29:15,"Charambe, Temeke, Dar es Salaam, Tanzania",2023-10-09 13:36:34,"Charambe, Temeke, Dar es Salaam, Tanzania",T141DKS,Out of Route,Out of Route,17.0
143,2023-11-01 15:49:02,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-11-01 16:11:45,"Dar Es Salaam, Boma, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Sanku : Dodoma,Out of Route,4.4
144,2023-10-19 14:01:05,"B127, Hembeti, Mvomero, Morogoro, Tanzania",2023-10-19 14:03:05,"B127, Hembeti, Mvomero, Morogoro, Tanzania",T853DZQ,Sanku : Mwanza,Sanku : Mwanza,0.0
145,2023-12-05 15:04:56,"Kigamboni, Temeke, Dar es Salaam, Tanzania",2023-12-05 15:55:38,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Out of Route,Sanku : Morogoro,1.8
146,2023-12-15 10:55:47,"Kingo, Morogoro Urban, Morogoro, Tanzania",2023-12-15 10:56:56,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,0.5
147,2023-12-18 11:53:04,"Old Bagamoyo Road, Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-12-18 12:02:05,"Old Bagamoyo Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",T196DQG,Out of Route,Out of Route,0.0
148,2023-12-18 00:19:49,"Madaraka, Mji mkuu, Morogoro Urban, Morogoro, Tanzania",2023-12-18 00:20:52,"Madaraka, Sultan Area, Morogoro Urban, Morogoro, Tanzania",MC473DKX,Sanku : Mikocheni,Sanku : Mikocheni,0.1
149,2024-01-08 09:07:47,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2024-01-08 09:13:20,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,6.6
150,2023-10-06 13:20:16,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-10-06 13:25:31,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",DFP8546,Out of Route,Out of Route,0.4
151,2024-01-19 20:42:47,"Lumumba Street, Mchafukoge, Ilala, Dar es Salaam, Tanzania",2024-01-19 20:57:14,"Nelson Mandela Road, Kurasini, Temeke, Dar es Salaam, Tanzania",MC473DKX,Sanku : Mikocheni,Isanga,5.1
152,p,,,,T980DMT,Out of Route,Out of Route,2.0
153,2023-12-29 10:37:55,"Morogoro Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",2023-12-29 10:51:09,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T196DQG,Sanku : Morogoro,Out of Route,6.1
154,2023-10-31 15:32:30,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-10-31 15:58:54,"Manzese, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Out of Route,Sanku : Morogoro,1.0
155,2023-10-18 13:33:52,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-10-18 13:40:01,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Out of Route,Sanku : Dodoma,8.1
156,2023-11-21 12:55:21,"Msasani, Kinondoni, Dar es Salaam, Tanzania",2023-11-21 12:56:14,"Msasani, Kinondoni, Dar es Salaam, Tanzania",T934DMX,Out of Route,Out of Route,1.4
157,2023-12-14 12:04:54,"Kingo, Morogoro Urban, Morogoro, Tanzania",2023-12-14 12:09:35,"Madaraka, Boma, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,0.0
158,2023-11-22 10:14:17,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-11-22 10:27:48,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",T258DXJ,Out of Route,PSR Mill - B,3.7
159,2024-01-16 11:48:05,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2024-01-16 13:26:03,"Charambe, Temeke, Dar es Salaam, Tanzania",T240EBJ,Out of Route,Sanku : Morogoro,3.8
160,2023-10-09 12:15:36,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-10-09 12:28:49,"Msasani, Kinondoni, Dar es Salaam, Tanzania",T141DKS,Out of Route,Sanku : Mikocheni,0.0
161,2023-10-18 17:31:24,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-10-18 19:53:50,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T191DWL,Out of Route,Sanku : Mikocheni,5.1
162,2024-01-05 08:39:18,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",2024-01-05 08:40:11,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,1.1
163,2023-10-09 10:47:28,"Tambukareli, Dodoma Urban, Dodoma, Tanzania",2023-10-09 10:49:18,"Tambukareli, Dodoma Urban, Dodoma, Tanzania",T980DMT,Out of Route,Out of Route,0.0
164,2023-11-14 09:32:36,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-11-14 09:32:46,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Out of Route,Out of Route,1.4
165,jr,,,,T240EBJ,Sanku : Morogoro,Sanku : Morogoro,0.0
166,2023-11-30 07:22:04,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-11-30 08:29:55,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T261DXJ,Out of Route,Out of Route,3.0
167,2023-11-23 11:29:58,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-11-23 11:30:07,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T457EBA,Out of Route,Katunzi Family,2.4
168,2023-11-15 14:51:08,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",2023-11-15 14:51:17,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Sanku : Dodoma,Sanku : Dodoma,0.0
169,2023-12-07 11:31:15,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-12-07 11:33:00,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T452EBA,VERONICA MANDELA,Sanku : Dodoma,7.9
170,2023-10-19 23:03:02,"Kitunda, Ilala, Dar es Salaam, Tanzania",2023-10-19 23:05:03,"Kitunda, Ilala, Dar es Salaam, Tanzania",T250EBJ,Mahanze,Out of Route,1.2
171,2024-01-07 15:38:14,"Kunduchi, Kinondoni, Dar es Salaam, Tanzania",2024-01-07 16:04:29,"Kunduchi, Kinondoni, Dar es Salaam, Tanzania",MC473DKX,Out of Route,Sanku : Mikocheni,3.7
172,2023-10-30 18:20:07,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-10-30 18:20:51,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",T250EBJ,Out of Route,Out of Route,9.3
173,2023-10-10 12:11:24,"Kizota, Dodoma Urban, Dodoma, Tanzania",2023-10-10 12:15:36,"Kizota, Dodoma Urban, Dodoma, Tanzania",T980DMT,Out of Route,Out of Route,1.1
174,2023-11-24 13:16:25,"Kichangani, Morogoro Urban, Morogoro, Tanzania",2023-11-24 13:31:57,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",T457EBA,Out of Route,Out of Route,124.2
175,2023-11-30 15:02:02,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-11-30 15:02:15,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T261DXJ,Out of Route,Coty,17.6
176,2023-12-06 08:11:08,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",2023-12-06 08:52:54,"Kingo, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,0.7
177,2023-10-10 18:29:58,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-10-10 18:30:29,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",T261DXJ,Out of Route,Out of Route,25.7
178,2023-10-16 13:39:02,"Msasani, Kinondoni, Dar es Salaam, Tanzania",2023-10-16 13:45:55,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",T934DMX,Out of Route,Out of Route,2.0
179,2023-10-18 11:27:23,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-10-18 11:34:13,"Bagamoyo Road, Kawe, Kinondoni, Dar es Salaam, Tanzania",T191DWL,Out of Route,Out of Route,15.2
180,2024-01-15 08:54:29,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2024-01-15 09:12:13,"Sabasaba, Morogoro Urban, Morogoro, Tanzania",T852DZQ,Out of Route,Out of Route,6.2
181,2023-11-22 17:35:01,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-11-22 17:35:13,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T457EBA,Out of Route,Out of Route,227.4
182,2023-11-16 11:45:11,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-11-16 11:49:13,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Out of Route,Out of Route,0.3
183,2023-11-03 21:59:27,"Sam Nujoma Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",2023-11-03 22:29:59,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",T257DXJ,Sanku : Mikocheni,Out of Route,0.0
184,2024-01-15 09:36:43,"Sabasaba, Morogoro Urban, Morogoro, Tanzania",2024-01-15 09:48:19,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T852DZQ,Out of Route,Out of Route,1.6
185,2023-10-11 19:29:02,"Kichangani, Morogoro Urban, Morogoro, Tanzania",2023-10-11 19:47:58,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",T853DZQ,Mama Bigirwa Mill,Sanku : Mwanza,15.7
186,2024-01-02 20:38:55,"Kitunda, Ilala, Dar es Salaam, Tanzania",2024-01-02 21:24:50,"Makangarawe, Temeke, Dar es Salaam, Tanzania",T258DXJ,S.A Mills,Muya Grain Millers,21.4
187,2023-11-14 18:13:26,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-11-14 18:25:11,"Station, Kingo, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,4.1
188,2024-01-13 15:02:57,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2024-01-13 15:03:45,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T261DXJ,Out of Route,Out of Route,0.0
189,2023-10-11 15:44:21,"Old Bagamoyo Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",2023-10-11 16:41:01,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",DFP8546,Out of Route,Sanku : Mikocheni,9.7
190,2024-01-16 08:10:09,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",2024-01-16 08:10:35,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",T852DZQ,Out of Route,Out of Route,0.0
191,2024-01-27 09:51:39,"Kawe, Kinondoni, Dar es Salaam, Tanzania",2024-01-27 10:16:27,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T250EBJ,Mahanze,Out of Route,6.3
192,2024-01-11 08:50:54,,2024-01-11 09:20:00,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",MC473DKX,H.R.M MILLING,Out of Route,8.8
193,2024-01-24 06:48:31,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",2024-01-24 07:12:29,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,0.0
194,2023-12-15 13:57:05,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",2023-12-15 14:23:16,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T248EBJ,Out of Route,Out of Route,0.0
195,2023-10-05 11:15:13,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-10-05 11:26:10,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Sanku : Morogoro,Out of Route,6.9
196,2023-11-27 15:48:22,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-11-27 15:48:58,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",T258DXJ,Out of Route,Out of Route,4.0
197,2023-10-25 15:41:21,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-10-25 16:19:21,"Azimio, Temeke, Dar es Salaam, Tanzania",T240EBJ,Out of Route,Out of Route,3.1
198,2023-10-11 14:38:42,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-10-11 14:56:23,"Manzese, Kinondoni, Dar es Salaam, Tanzania",DFP8546,Sanku : Mikocheni,Allyamin Entereprises,5.4
199,2023-11-07 12:20:52,"Manzese, Kinondoni, Dar es Salaam, Tanzania",2023-11-07 12:32:41,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T196DQG,Out of Route,Out of Route,0.0
200,2023-12-14 16:19:36,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-12-14 16:30:16,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T248EBJ,Out of Route,Out of Route,4.0
201,2023-10-09 11:20:50,"Makole, Dodoma Urban, Dodoma, Tanzania",2023-10-09 11:40:23,"Majengo, Dodoma Urban, Dodoma, Tanzania",T980DMT,Out of Route,Out of Route,20.0
202,2024-01-20 16:55:27,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2024-01-20 16:57:06,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T980DMT,Out of Route,Out of Route,3.5
203,2024-01-22 13:36:29,"Kihonda, Morogoro Urban, Morogoro, Tanzania",2024-01-22 13:41:28,"B129, Kihonda, Morogoro Urban, Morogoro, Tanzania",T852DZQ,Out of Route,Sanku : Morogoro,1.1
204,2023-12-21 17:08:39,"Keko, Temeke, Dar es Salaam, Tanzania",2023-12-21 17:55:14,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T980DMT,Joyce Samuel,Out of Route,99.6
205,2023-11-09 11:20:51,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-11-09 11:29:05,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",T196DQG,Sanku : Morogoro,Sanku : Morogoro,0.0
206,2023-10-26 09:39:52,"Kawe, Kinondoni, Dar es Salaam, Tanzania",2023-10-26 10:01:50,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Out of Route,Out of Route,22.3
207,2024-01-15 17:28:59,"Sabasaba, Morogoro Urban, Morogoro, Tanzania",2024-01-15 17:33:38,"Uhuru, Mji mkuu, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,0.0
208,2023-10-02 18:54:22,"Viwandani, Dodoma Urban, Dodoma, Tanzania",2023-10-02 19:37:50,"Tambukareli, Dodoma Urban, Dodoma, Tanzania",T980DMT,Out of Route,Out of Route,133.0
209,2024-01-15 08:48:28,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2024-01-15 08:52:55,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T852DZQ,Out of Route,Sanku : Morogoro,3.2
210,2024-01-09 18:31:49,"Manzese, Kinondoni, Dar es Salaam, Tanzania",2024-01-09 18:43:45,"Manzese, Kinondoni, Dar es Salaam, Tanzania",T196DQG,Out of Route,Sanku : Morogoro,3.7
211,2023-12-18 16:37:49,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-12-18 16:38:32,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T980DMT,Out of Route,Out of Route,1.3
212,2023-12-05 14:19:31,"Mazimbu, Morogoro Urban, Morogoro, Tanzania",2023-12-05 14:31:37,"Dar Es Salaam, Kilakala, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,5.3
213,2023-11-15 10:11:33,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-11-15 10:15:43,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,0.0
214,2023-10-05 12:34:03,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-10-05 12:42:38,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",T852DZQ,Out of Route,Sanku : Morogoro,2.6
215,2023-11-21 13:54:06,"Kihonda, Morogoro Urban, Morogoro, Tanzania",2023-11-21 14:07:50,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T457EBA,Out of Route,Out of Route,75.1
216,2023-10-30 16:21:53,"B129, Kihonda, Morogoro Urban, Morogoro, Tanzania",2023-10-30 16:44:40,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T862DQM,Out of Route,Maisha,9.5
217,2023-12-13 08:30:01,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",2023-12-13 08:51:59,"Bigwa, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,0.0
218,2024-01-18 16:58:07,"Kunduchi, Kinondoni, Dar es Salaam, Tanzania",2024-01-18 17:15:55,"Goba, Kinondoni, Dar es Salaam, Tanzania",T250EBJ,Out of Route,Out of Route,4.9
219,2024-01-03 11:08:01,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2024-01-03 11:09:12,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T250EBJ,Out of Route,Out of Route,16.2
220,2023-10-10 15:10:56,"Kizota, Dodoma Urban, Dodoma, Tanzania",2023-10-10 15:35:25,"Makole, Dodoma Urban, Dodoma, Tanzania",T980DMT,Out of Route,Out of Route,9.0
221,2023-11-24 10:59:03,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-11-24 11:10:38,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,0.0
222,2023-11-29 15:58:40,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-11-29 16:21:38,"Manzese, Kinondoni, Dar es Salaam, Tanzania",MC315DKY,Mzalendo One,Out of Route,25.7
223,2023-10-06 12:54:20,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-10-06 13:05:53,"Dar Es Salaam, Boma, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Out of Route,Out of Route,2.9
224,2023-12-28 15:17:19,"Chanika, Ilala, Dar es Salaam, Tanzania",2023-12-28 15:17:33,"Chanika, Ilala, Dar es Salaam, Tanzania",T250EBJ,Out of Route,Out of Route,2.8
225,2023-11-21 15:27:12,"Old Morogoro, Kilakala, Morogoro Urban, Morogoro, Tanzania",2023-11-21 15:44:25,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,0.1
226,2023-10-06 09:02:41,"Kitunda, Ilala, Dar es Salaam, Tanzania",2023-10-06 09:03:44,"Kitunda, Ilala, Dar es Salaam, Tanzania",T934DMX,Out of Route,Out of Route,3.3
227,2024-01-04 13:27:37,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2024-01-04 13:28:06,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T250EBJ,Out of Route,Out of Route,5.6
228,2023-10-06 21:36:37,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",2023-10-06 22:10:39,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",DFP8546,Out of Route,Out of Route,1.5
229,2023-11-24 20:03:56,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",2023-11-24 20:08:24,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",T258DXJ,Angelisa Milling,Out of Route,17.5
230,2023-10-18 15:34:52,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-10-18 16:55:31,"B127, Mvomero, Morogoro, Tanzania",T853DZQ,Out of Route,Sanku : Mwanza,2.6
231,2023-12-04 15:40:54,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-12-04 15:46:30,"Sam Nujoma Road, Kijito Nyama, Kinondoni, Dar es Salaam, Tanzania",T196DQG,Out of Route,Out of Route,0.0
232,2023-11-23 15:41:42,"Kimara, Kinondoni, Dar es Salaam, Tanzania",2023-11-23 16:02:51,"Kimara, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Out of Route,Guzuye investment,10.2
233,2023-11-08 14:58:33,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-11-08 15:29:38,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",T257DXJ,Out of Route,Out of Route,14.0
234,2024-01-02 13:15:10,"Mbaruku Street, Gerezani, Ilala, Dar es Salaam, Tanzania",2024-01-02 13:17:19,"Mbaruku Street, Gerezani, Ilala, Dar es Salaam, Tanzania",T250EBJ,Out of Route,Mahanze,5.3
235,2023-12-08 10:16:46,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-12-08 10:42:50,"Bagamoyo Road, Kunduchi, Kinondoni, Dar es Salaam, Tanzania",MC315DKY,Sanku : Mikocheni,Sanku : Mikocheni,0.8
236,2024-01-22 13:52:50,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2024-01-22 14:10:41,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T250EBJ,Out of Route,Out of Route,8.7
237,2024-01-04 14:26:13,"Manzese, Kinondoni, Dar es Salaam, Tanzania",2024-01-04 14:40:22,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T250EBJ,Kababaye Sons,Out of Route,4.0
238,2023-12-01 21:08:46,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-12-01 21:13:07,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",T258DXJ,Out of Route,Out of Route,20.2
239,2024-01-25 11:11:07,"Dodoma Road, Majengo, Dodoma Urban, Dodoma, Tanzania",2024-01-25 11:11:10,"Dodoma Road, Majengo, Dodoma Urban, Dodoma, Tanzania",T141DKS,Out of Route,Out of Route,0.0
240,2024-01-31 08:10:50,"Sultan Area, Morogoro Urban, Morogoro, Tanzania",2024-01-31 08:14:54,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,0.0
241,2023-11-22 17:37:42,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-11-22 17:50:45,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T457EBA,Out of Route,Out of Route,5.6
242,2023-10-06 08:33:55,"A7, Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-10-06 08:34:12,"A7, Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Out of Route,Out of Route,6.9
243,2023-10-24 08:14:25,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-10-24 08:25:23,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Out of Route,Sanku : Dodoma,83.1
244,2023-11-06 14:02:34,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-11-06 14:18:23,"Manzese, Kinondoni, Dar es Salaam, Tanzania",T196DQG,Out of Route,Out of Route,0.0
245,2023-11-27 14:40:15,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",2023-11-27 14:40:26,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",T457EBA,Out of Route,Sanku : Mwanza,0.4
246,2023-10-30 06:41:39,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",2023-10-30 09:32:28,"Mkuranga, Pwani, Tanzania",DFP8546,Out of Route,Out of Route,0.0
247,2023-12-18 15:47:07,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",2023-12-18 16:42:24,"Kitunda, Ilala, Dar es Salaam, Tanzania",T248EBJ,Out of Route,Out of Route,13.5
248,2023-12-01 23:27:50,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-12-01 23:36:19,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",T261DXJ,Out of Route,Out of Route,0.2
249,2023-10-04 15:27:29,"Kizota, Dodoma Urban, Dodoma, Tanzania",2023-10-04 15:34:14,"Kizota, Dodoma Urban, Dodoma, Tanzania",T980DMT,Out of Route,Out of Route,2.9
250,2023-10-18 11:40:42,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-10-18 11:42:46,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T250EBJ,Out of Route,Mahanze,8.9
251,2023-12-19 14:00:34,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-12-19 14:00:43,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",MC473DKX,Out of Route,Out of Route,0.0
252,2023-11-16 08:54:46,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",2023-11-16 09:00:54,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,0.0
253,2023-10-12 12:15:53,"Kawe, Kinondoni, Dar es Salaam, Tanzania",2023-10-12 12:28:50,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T141DKS,Sanku : Mikocheni,Out of Route,0.0
254,2023-11-30 15:18:48,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",2023-11-30 15:26:45,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,1.2
255,2023-10-24 12:28:47,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-10-24 13:12:58,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",DFP8546,Out of Route,Out of Route,1.6
256,2024-01-03 18:50:08,"Sam Nujoma Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",2024-01-03 19:17:12,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T250EBJ,Out of Route,Out of Route,2.5
257,2024-01-02 14:45:44,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2024-01-02 14:49:39,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T258DXJ,Isanga,Sanku : Mikocheni,5.7
258,2024-01-29 14:15:48,"Sinza, Kinondoni, Dar es Salaam, Tanzania",2024-01-29 14:32:45,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Out of Route,Mdee A,2.5
259,2023-11-02 13:41:09,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",2023-11-02 13:44:34,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",T862DQM,Out of Route,Out of Route,9.1
